y_test,y_pred
1.6,1.7139176
1.72,1.3233498
2.08,1.3924509
1.0,0.8995889
4.6,4.4822598
2.6,2.7579331
1.0,1.0320042
0.56,0.90168023
0.9,1.2989956
2.0,1.3803933
1.36,0.9231513
1.92,1.2169657
2.14,1.1934955
2.6,2.3908024
2.34,1.0161686
0.42,0.6353801
0.99,1.4001527
1.11,0.9852539
0.87,1.0859056
1.9,1.4638447
0.52,0.89082867
0.5,1.4424442
1.05,1.163284
1.6,1.5040402
2.6,2.874344
1.9,1.1274713
0.67,1.0739472
1.9,1.7725631
6.0,4.4294624
1.9,2.1049519
4.1,3.2122478
4.2,4.376921
1.8,1.8739994
1.0,1.7630098
2.2,1.7881131
1.1,1.1106791
2.1,1.9972777
2.5,2.7322752
0.79,1.3909138
0.58,0.97452253
1.79,1.9641801
0.77,1.1265823
1.8,2.5404394
1.4,1.7012788
0.78,1.0036094
4.9,4.590322
0.79,1.6197546
3.4,3.4387507
2.44,2.9400015
1.3,1.5027791
0.7,1.142752
1.88,2.2399626
0.99,0.66216886
1.4,1.5633347
0.76,0.9325148
0.92,1.032441
2.5,2.3398151
0.47,0.8590176
4.5,4.429077
0.29,0.7278646
0.19,0.9049045
1.3,1.3575513
1.07,0.975094
0.59,0.8107382
3.9,4.2398767
1.4,1.5142548
1.3,1.1723815
1.07,1.1938273
4.2,4.3495345
2.68,2.0180619
5.0,4.5344086
0.2,0.45020288
2.36,1.3577644
4.9,4.8670316
0.98,1.2159622
1.2,1.4924002
1.8,1.5193189
4.4,4.3963304
3.3,2.8851116
1.3,1.5614014
5.0,4.3950973
1.5,1.6634353
2.8,2.1823654
0.8,1.0026755
4.1,4.294871
2.6,2.7451625
2.2,2.622038
4.2,4.430739
1.1,0.58358914
2.2,2.7566195
1.3,1.3811637
2.5,2.0707955
0.1,0.6505582
0.4,0.9864585
1.4,1.4899473
1.6,1.4511403
0.66,0.676966
1.34,1.1642272
0.42,0.7752538
2.1,2.067346
1.12,1.138452
4.0,4.3710046
1.5,1.0044065
1.57,1.226786
4.3,4.3963304
0.32,0.99131346
2.0,2.18493
1.09,1.1334214
2.99,0.9310479
1.2,0.88080776
0.84,0.7315515
4.3,4.6111097
1.4,1.4534491
2.1,1.8000171
1.8,1.6656204
0.6,0.6505582
1.3,1.4555697
0.7,1.3858396
1.95,1.7694868
0.51,0.62916565
3.4,2.239325
1.1,1.4982797
2.49,1.262538
0.9,1.1890632
0.6,1.7644726
0.2,0.5004896
1.76,1.2843808
0.1,0.590332
0.9,1.3738513
1.17,1.1137038
0.91,1.3869505
1.13,0.5072087
1.1,1.6866946
1.09,1.6062635
2.4,2.1709013
4.6,4.286217
1.26,0.9400752
4.3,4.590322
0.93,1.1771259
2.82,1.3594046
1.4,1.7421864
4.5,4.507182
1.81,2.0223384
0.7,1.1402016
0.2,0.53217864
1.9,1.9810158
0.1,0.6475354
1.51,1.4275899
4.0,4.2195196
1.3,1.1468315
2.0,1.6320581
4.2,4.683263
0.42,0.7434833
1.56,1.4012644
0.47,0.5198599
0.5,1.1592674
0.32,0.6179303
3.19,2.8310163
0.69,0.99706095
1.14,1.2337099
6.7,4.578732
2.4,2.2296782
0.55,1.0577615
4.7,4.2589426
2.6,1.483039
4.3,4.520037
1.6,1.5488471
2.6,2.3577676
0.87,1.2033733
0.95,1.0989778
0.5,0.7783711
1.55,1.3879942
0.7,0.81946135
2.6,2.7457476
1.36,1.758116
4.2,4.4389987
0.62,0.7874529
1.51,1.5296993
1.29,1.3467523
1.2,1.4705945
1.6,1.2446691
0.5,0.52332705
4.4,4.39467
3.8,3.4583147
4.6,4.576268
1.8,0.73210573
1.7,1.8057736
0.93,0.9835619
0.9,0.9463906
4.0,4.508493
1.1,1.1723815
4.4,4.484205
1.45,1.4638207
1.1,1.3182677
1.2,1.3161023
0.8,0.6434496
1.87,0.82460743
1.4,1.5629728
2.05,1.5920336
4.3,4.3718476
1.41,1.9044073
0.9,0.82372665
1.4,1.4350431
2.1,2.425686
4.5,4.292686
0.4,1.0502437
4.2,1.7661016
0.99,1.1055825
3.4,3.424734
1.13,1.1112808
4.3,4.333499
1.1,1.0488602
1.3,1.5808513
1.53,1.3489507
1.64,1.8118492
3.0,2.677107
1.9,2.050659
0.87,1.1868713
2.9,2.1721158
1.43,1.7523353
0.99,1.3084261
3.9,4.5358367
2.43,1.0117989
0.9,1.1117861
1.03,1.1377801
2.2,1.5388978
0.38,0.6716341
1.03,0.7315515
1.3,1.4789684
1.6,1.4702889
4.1,4.5376954
3.5,3.083832
6.2,4.28637
6.1,4.8878574
0.19,0.77307963
0.26,0.6129683
1.08,1.2075946
2.6,2.759725
0.8,0.92504454
0.3,0.5400802
4.3,4.4945436
4.4,4.4281783
1.3,1.3811637
2.5,2.8318768
4.1,4.367423
1.66,0.9097857
3.8,2.024468
2.15,2.079242
2.9,2.2744808
1.39,1.1992158
1.5,2.3190978
1.3,1.422688
0.76,1.0476612
0.91,1.0394573
4.5,4.4586544
1.27,1.2927773
0.77,1.3421639
4.5,4.533701
1.3,1.6377561
4.4,4.3486586
1.3,1.496272
1.31,1.3577663
2.4,1.9739532
5.5,4.7467527
0.8,1.1620971
0.48,0.8231094
1.1,1.6950222
0.2,0.56991595
1.63,1.0788405
0.8,0.72669166
0.83,0.95962584
0.9,1.1056179
1.8,1.8447553
1.4,0.9714315
0.18,0.7802191
2.5,2.2952998
4.4,4.436677
4.5,4.5285034
1.18,1.0003201
4.1,4.5436254
0.5,0.58036906
2.5,2.5719202
4.2,4.3089504
1.35,1.0377307
1.7,1.3444114
1.4,1.4855653
2.42,1.3884078
0.66,0.6543503
2.0,1.9811417
1.2,1.4024444
4.6,4.555543
2.5,2.9246674
0.69,1.1177365
0.89,0.68172556
1.9,1.3322738
0.3,0.6169744
1.9,3.1839926
1.2,1.379294
1.05,0.652584
0.3,0.3937888
1.3,1.509789
1.07,1.4008937
0.75,1.0604522
0.6,1.1235093
1.7,1.4015703
2.87,1.360421
1.8,2.6519394
1.1,1.2523481
0.0,0.44542915
4.7,2.2741463
0.1,0.7647912
0.7,0.7293266
1.6,1.9101913
2.5,1.4264426
1.3,1.4217721
1.2,1.0391005
1.1,1.5315262
0.56,0.9326044
1.7,2.4851518
3.4,2.8353577
1.4,1.360769
0.88,1.2759757
1.17,1.2089854
0.5,0.43890303
1.3,0.6648513
5.0,4.5348573
1.7,1.7894764
0.43,0.8659661
4.4,4.766424
0.79,1.0161686
1.04,0.94302875
0.83,1.4191407
2.6,2.8359656
2.3,2.425686
2.03,1.2367114
5.1,2.8132138
0.2,0.77868104
3.1,2.7601492
0.2,0.5709474
0.55,0.87960297
4.3,4.430739
1.0,1.1846119
2.22,1.4527435
2.0,1.649991
0.4,0.5640182
2.2,1.7908626
0.8,0.9094114
1.65,0.9905859
1.7,1.362076
2.2,2.8133962
0.6,1.1219803
0.52,0.7315515
0.84,0.9787675
1.5,1.4191704
1.56,1.9540223
0.54,0.9716799
4.6,4.5461073
0.01,0.6476294
1.25,0.99455446
1.4,1.494522
0.2,0.41799036
4.3,4.433442
0.4,0.35605115
0.43,0.94729036
1.35,0.99671435
1.4,1.3557094
2.5,1.496145
1.4,0.9651127
1.87,1.7856454
1.26,1.0161686
2.0,2.0956707
0.87,0.87354904
0.9,1.1698653
1.1,0.8742257
2.2,1.6095504
1.1,1.3707126
0.38,0.6124389
4.5,4.517198
2.1,2.5487583
2.3,2.54554
4.8,4.4461026
1.42,1.484665
0.8,0.74894005
1.9,1.9726646
2.3,1.0007855
1.1,1.3677427
1.54,0.8082282
0.03,0.7822553
1.9,2.2050967
1.32,1.384197
1.3,2.0917225
1.6,2.0195158
2.2,1.9714086
1.93,1.5748203
0.91,0.7925505
1.6,1.6841116
2.2,2.0459337
0.2,0.77139676
0.0,0.5020592
4.3,4.3308663
1.04,1.4338187
2.47,1.6763566
1.92,1.4301167
4.7,4.5925155
2.4,2.7098944
0.28,0.9608133
2.2,2.3064363
0.7,1.1697928
0.8,0.42694637
4.2,4.256264
1.4,0.7781208
1.4,1.8748127
4.5,4.902888
0.74,1.0208739
1.2,1.6362338
0.83,0.81704277
1.48,1.6111432
0.76,1.2013266
1.4,1.4227148
1.9,1.8108076
1.3,1.2223063
1.23,1.2302501
1.55,1.8598348
1.3,1.0989871
1.6,1.149387
4.7,4.2589426
2.7,2.4040396
1.2,1.162122
1.3,2.144443
0.81,1.1849494
0.76,1.1441928
3.0,2.5998762
1.2,1.4264581
0.9,0.76451063
0.0,0.56927496
1.8,2.3566973
1.37,1.602246
0.32,0.7851464
1.6,1.2624778
3.0,2.9342327
1.5,0.82760906
0.8,0.46744466
0.73,1.0658
1.4,1.0487018
2.7,1.8752098
2.45,1.6552525
0.43,0.56450576
1.52,1.0010271
1.7,1.7280222
1.3,0.8050709
4.1,4.447471
1.57,1.9597005
3.0,2.889124
1.0,1.0756495
0.41,1.0354022
1.27,1.2803868
4.5,4.5345616
3.2,2.899924
1.4,1.1749159
1.6,2.0917225
0.61,0.9126404
1.2,1.1749159
4.1,4.599582
2.5,3.0029068
0.93,1.1173093
5.4,4.401032
1.3,1.4831821
1.95,1.8767949
4.7,4.234142
0.8,1.0083545
1.0,1.4065099
1.9,1.5284487
0.94,0.8616496
1.02,1.6197987
2.8,2.9078503
3.1,1.6756423
0.47,0.78981066
0.08,0.6071017
0.83,1.0211468
1.07,0.9918513
1.72,1.7724322
0.6,0.5618214
0.7,1.0348766
1.8,1.3592676
4.4,4.759934
1.14,1.5524387
0.98,0.9768496
5.2,4.594512
1.05,0.9990354
1.9,1.1830854
3.91,1.6804088
0.9,1.6861019
1.8,1.6524996
2.6,2.7909906
2.6,2.4369473
1.1,0.88009423
1.3,1.0473133
3.0,2.9066346
0.2,1.1096234
1.6,1.7277349
1.4,1.9235387
4.4,2.7601492
1.4,1.5016059
1.2,1.3934599
1.3,1.1219803
3.9,3.169058
1.6,1.8280703
4.2,4.360224
2.5,2.8402543
1.3,1.4008435
1.26,1.4805942
1.1,1.1723815
0.45,0.90875566
4.0,4.4930215
1.2,0.7895883
2.3,2.1851969
0.9,1.1883156
1.3,1.3677427
3.4,1.9564422
4.4,4.7233577
4.3,4.3545256
1.02,0.69855976
0.63,0.67916846
1.7,1.61848
1.78,1.8738766
1.01,1.3662128
1.88,1.5221207
2.2,1.2363453
0.07,0.8568484
2.5,2.8402543
2.6,1.9457449
1.14,1.3848386
1.84,1.5911273
1.3,1.8441664
2.0,1.8865896
1.55,1.2647545
0.46,1.0237398
1.4,1.1625267
5.9,4.449439
1.18,1.2864326
1.2,1.522207
4.2,4.450923
1.0,1.1776288
1.06,1.1747438
3.9,4.496441
2.46,0.9776516
4.5,4.4336333
1.66,1.396269
1.0,1.3806114
1.8,1.4504675
1.11,0.8146918
1.16,1.1724377
2.3,2.0204864
5.3,4.560723
1.6,1.5447788
1.39,0.7310802
1.2,1.5083874
1.0,0.92231745
0.97,1.0606027
4.9,4.5431056
0.49,1.0362142
1.79,1.6670718
0.82,1.1012114
0.3,1.2464155
4.1,2.6513898
1.7,1.73984
1.2,1.4941353
0.4,0.81729084
1.0,1.0729122
4.2,4.3101544
2.4,2.8187826
0.67,0.9163233
1.02,1.5958
1.23,1.6245761
0.7,0.7260851
5.4,4.4089475
1.49,1.7301457
5.1,4.359596
0.74,1.0777938
2.1,2.030062
0.9,1.5234959
0.49,0.90875566
1.7,1.6472727
4.4,4.3503637
0.8,1.0110759
1.1,0.8291082
1.24,1.2787744
2.8,1.6921289
4.4,4.924148
1.56,1.5467185
0.8,0.73255545
1.8,1.9725181
1.78,1.1852496
1.75,1.849065
0.97,1.2660123
2.9,2.1099112
2.6,2.4335191
0.57,0.9349303
1.7,1.4111944
4.5,4.6180573
0.4,0.91722
0.56,0.83735436
1.2,1.1897112
1.9,1.7781818
0.8,1.6738329
1.6,1.9302604
1.6,1.4913678
0.69,0.9665719
0.54,1.0915582
1.2,1.2817141
4.3,4.5903754
1.3,1.5743456
1.3,1.3386251
0.15,0.576248
4.8,3.3823142
0.2,0.45270738
1.17,1.0020981
0.69,0.7858223
2.0,2.0562446
1.16,0.6071017
1.7,1.6181798
4.4,4.4238067
2.02,1.9801502
0.6,1.1047215
1.9,2.3730867
1.56,1.761689
0.9,1.6802102
1.12,1.2960942
1.45,2.0839255
2.3,1.3550104
0.9,1.5127503
1.1,1.5844481
1.0,1.2359734
0.19,0.58094376
0.68,0.8051801
1.6,1.9397811
2.08,1.4658822
1.23,1.555981
1.03,1.0173645
1.6,1.3094474
1.9,1.9622852
4.8,4.631647
4.8,4.6253357
1.0,1.1872185
0.2,0.5930002
3.3,2.7829475
0.5,0.39585772
1.1,1.5141264
1.36,1.5061907
1.6,1.8187383
1.4,1.5095675
0.87,1.0769347
1.4,1.340445
3.7,2.8092933
1.3,1.273434
1.37,1.270428
1.0,1.7144265
1.0,0.941619
1.0,1.161328
1.71,1.2560335
2.0,1.6717901
1.72,1.9223365
1.2,1.4400278
0.8,1.6074258
1.1,1.134958
1.81,1.1071512
0.98,0.78432274
1.0,0.6684108
1.2,1.1723815
1.6,1.6576947
0.3,0.7129531
0.62,1.2135183
2.9,2.9300358
2.43,0.95448923
1.5,1.5706558
1.0,1.1713009
4.1,4.590322
3.3,3.148756
4.3,4.3503637
2.3,1.8122599
0.53,0.88758284
1.8,2.1912143
0.85,0.62980306
0.29,0.67378026
1.27,0.9680829
2.04,2.041703
0.6,0.6752042
1.25,1.8299619
2.7,2.9243257
3.1,2.9741573
4.3,4.528562
0.42,0.9960774
5.0,4.5214076
1.3,0.8349174
1.1,1.624275
0.55,0.8542556
0.1,0.5769717
1.65,1.1918352
0.7,0.7693668
0.29,0.4279879
3.9,4.402703
2.5,1.9968156
0.96,0.6129683
1.5,1.4440608
1.1,1.3152432
0.1,0.48261428
5.3,4.4609413
4.0,4.342799
1.5,1.3664423
0.63,0.9744473
1.6,1.5079207
0.91,0.940784
4.3,4.432136
1.86,2.0032964
4.1,4.5359764
0.7,0.86765903
1.2,1.454945
2.8,2.934393
2.9,2.1714609
4.7,4.852642
0.9,1.2568039
3.9,4.477468
2.0,1.9495307
0.5,0.6528684
2.26,1.3909271
4.9,4.3356113
4.0,4.4632974
0.81,0.9013407
3.2,2.7455313
4.1,4.554067
0.49,0.9909773
4.2,4.319916
3.2,2.9051175
1.5,1.6955838
1.3,1.7026571
2.4,1.765014
1.39,1.4072486
4.8,4.3142457
0.4,0.8491344
1.2,1.4208355
1.4,1.4299691
1.0,1.2524059
1.13,1.0601362
0.93,0.61058414
1.4,1.4764625
1.21,1.2137582
3.0,3.044795
3.4,2.0600054
1.5,1.5607243
1.1,1.3356023
1.54,1.4466501
0.34,0.6480137
1.36,1.0372366
2.36,1.1004273
1.1,1.3869014
4.6,4.3795033
0.66,0.8357418
0.5,1.2097526
2.6,2.839892
1.9,1.7392341
1.1,1.4997189
0.86,1.3648106
4.1,4.3993406
0.53,1.2421352
1.6,1.9435587
2.1,1.5565969
1.37,0.9803933
1.3,1.4024444
0.83,1.153939
1.13,0.8987197
0.3,0.78431004
1.6,1.6922376
1.1,1.628853
0.99,1.1046522
1.8,1.333353
0.9,1.0637591
0.9,1.0374392
0.56,0.76856995
0.28,0.74044186
0.33,0.53370064
2.0,1.3540149
2.0,1.7055455
0.41,1.0448393
1.5,2.083219
1.8,2.0341914
1.6,1.3732466
1.23,1.2542653
4.6,4.531264
0.93,0.94912106
2.7,3.0080483
2.4,2.9300358
1.6,1.4457206
1.4,1.340938
3.2,1.9130396
1.3,1.3601599
2.05,2.7830272
0.96,0.4078039
1.7,1.9252402
1.3,0.46406174
2.2,1.9558258
3.3,2.8148189
1.6,1.8263601
4.3,4.3856926
0.85,0.8936919
0.8,0.7914118
5.1,4.476008
0.3,0.52291197
0.3,0.54225045
0.1,0.5002798
1.0,1.0120959
2.5,1.9618641
1.67,1.9638993
6.0,3.0382078
0.92,0.8986143
2.9,2.3210368
1.58,1.9826307
2.1,1.7172828
1.3,0.7295504
4.7,4.517198
2.03,2.059142
1.4,1.2353065
0.7,0.53571963
0.57,0.6843911
0.63,0.75908285
1.3,1.5633063
0.35,1.0389335
0.8,1.0267333
1.01,1.0777938
0.6,0.65472895
1.51,1.270497
4.6,4.542383
1.4,1.1086646
0.67,1.2174709
2.1,2.5292275
1.18,0.8984498
1.63,1.7448293
2.9,2.5400076
0.76,1.321964
0.3,1.2859354
2.25,1.9306513
0.3,0.80145895
4.3,4.460961
0.28,1.0052296
1.2,1.4229754
2.5,2.77738
4.8,4.590322
4.0,4.441719
4.6,4.6004806
1.0,0.78848666
4.3,4.4593043
2.8,2.8304937
1.6,1.4301951
2.9,2.482581
0.8,1.4319233
1.32,1.2979264
1.35,1.5473406
1.39,1.6110288
1.06,1.1521969
0.67,1.0221924
1.76,1.6595665
1.7,1.9311523
1.64,0.8938032
0.53,0.99881965
0.5,0.7315515
4.6,4.5539656
1.81,1.9198267
0.4,0.8830934
4.7,4.506693
0.8,1.3354816
1.3,1.0619054
1.5,2.2101784
1.9,1.8389151
4.1,4.449017
0.6,0.90272075
1.17,1.082015
1.2,1.0819355
0.3,0.5023962
2.1,2.1582258
0.8,0.98670363
4.2,4.480702
1.9,2.3058908
3.3,3.214295
4.6,4.5359764
0.86,1.0990136
4.5,4.4320784
1.4,1.3505101
4.6,4.5344086
2.7,2.388004
1.6,1.5877106
1.0,1.3827567
1.7,1.7569982
4.2,4.3508835
1.91,1.4214882
1.5,1.1115927
3.8,4.4668045
2.46,1.7999877
2.4,2.131472
0.8,1.0783064
1.42,1.4111944
0.99,1.0691456
1.17,1.340768
1.5,1.6950222
1.4,1.6796721
3.2,2.8236697
1.25,1.2100137
0.43,0.8111594
2.0,1.9413307
1.1,1.1099323
6.0,4.4677362
1.94,1.5692275
2.4,2.2721472
1.66,1.9016646
3.0,2.8265378
1.0,1.0472579
1.7,1.8951213
1.7,1.3643832
1.76,1.2415775
0.48,0.8446885
1.95,0.84593916
2.2,2.7403195
0.83,1.0128559
0.81,1.2367114
1.64,1.8312974
0.32,0.83991116
1.37,0.84101856
2.13,1.5069374
0.6,0.743062
0.89,0.97090167
0.75,1.0268425
1.65,1.3243057
2.8,2.5422451
1.49,0.68460864
2.7,2.5412104
0.0,0.57243884
2.0,1.7329421
4.4,4.360625
1.71,1.4652245
4.6,5.123116
4.4,4.3713903
4.4,4.4831142
1.1,1.142752
0.41,0.6741417
0.9,1.3453503
1.0,1.4253654
4.7,4.5898476
1.41,1.4640987
0.46,1.1392202
1.23,1.362445
4.4,4.443419
4.4,4.388107
0.63,0.79775816
4.3,4.360625
1.3,1.4615296
1.23,0.44984487
2.7,2.7043471
4.5,4.340358
0.42,1.3609473
4.1,4.528646
1.1,1.2641997
1.18,1.8745599
2.3,2.2276425
0.7,0.41531116
2.7,2.7004995
4.9,4.834799
1.58,1.3810537
2.04,2.1722872
0.3,0.67264676
1.0,1.1823887
1.16,0.7315515
1.5,2.725014
1.5,1.1836835
2.8,2.7466886
1.23,1.208096
0.7,1.1905916
0.98,1.0033157
0.6,0.69972855
1.01,1.1699418
2.7,2.7223248
0.61,0.7631984
2.18,1.0281701
2.83,1.16278
4.2,4.3843465
0.47,0.5944729
0.55,0.97223794
2.1,2.2663743
4.3,4.4780827
1.3,1.4525428
1.62,0.7908885
2.8,2.8571289
0.59,1.0044229
0.9,1.0727001
0.59,0.71607023
1.4,1.1126735
4.0,4.3337893
5.6,4.3379784
0.9,1.1929865
0.6,1.5374756
1.47,1.3060659
5.0,4.455573
0.8,1.2119709
1.1,1.7026433
1.37,0.9862774
4.8,4.4239354
1.5,1.2527941
3.9,4.404541
1.69,2.10806
0.1,0.6450261
1.95,1.6531831
0.4,0.5940445
1.4,1.7612361
1.4,1.3563479
0.7,1.0061632
1.0,0.8840699
1.2,1.4119216
1.4,1.3104311
1.5,1.159025
4.5,4.481441
1.5,1.3743951
0.72,0.95970696
1.5,1.7455543
0.76,1.1698186
1.1,1.276551
0.72,1.1373334
0.98,1.1688051
0.4,0.8331251
0.8,0.88671744
3.4,3.215272
2.55,1.2867842
0.9,1.5010127
4.4,4.400476
1.75,1.2858695
4.2,4.478866
1.6,1.327342
4.5,4.6324787
0.95,0.755971
4.5,4.32385
1.3,1.3811637
4.3,4.3545256
0.44,0.515976
0.5,0.6577826
1.5,1.4263448
1.3,1.3811637
1.8,1.9575874
1.48,1.4496015
0.54,0.6398749
0.68,0.46437326
1.1,1.5057704
0.6,0.4594937
1.92,1.4284592
0.4,1.103993
1.34,1.0161686
4.7,4.458217
0.0,0.9942231
1.75,1.0842651
1.11,1.1961787
2.8,2.995724
1.45,1.5261809
2.9,2.9445393
0.9,1.664407
3.5,2.1547134
1.24,0.9699812
2.8,3.235545
1.7,1.8022308
0.25,0.601856
1.64,1.2462376
2.6,1.6457694
1.75,1.0604357
1.8,1.8909259
4.5,4.5986485
3.2,2.8961
1.2,1.8147252
1.4,1.5614014
4.0,4.4725094
1.6,1.3971884
4.3,4.4110312
1.8,1.2430817
1.9,1.6590524
1.2,1.2186027
1.54,0.6716341
0.7,0.9869938
0.8,0.8615042
0.68,0.88675827
1.2,1.2593158
1.0,1.2864598
0.6,0.47555032
1.1,1.4243071
3.6,3.1624317
4.5,4.357371
4.1,4.2721763
1.35,1.3069664
1.0,1.2368586
0.68,0.919446
0.48,0.8351814
1.6,1.5614014
1.19,1.0025742
1.3,1.4191704
0.62,1.2672125
0.75,0.73612297
0.91,0.9674644
1.2,1.2560335
2.4,1.5292647
2.8,1.5864518
1.5,1.6040174
0.3,0.669704
1.03,1.3191106
2.8,2.4413555
0.9,0.817299
4.5,4.6089616
0.5,1.2581617
1.9,1.9698582
0.53,0.55192864
4.8,4.6279073
5.0,4.4397564
2.47,1.0239878
0.96,0.8694331
2.7,2.8027475
0.26,0.5980319
1.64,1.9184254
2.8,2.8790529
1.7,1.7055455
1.3,1.1585183
1.44,1.0381448
0.83,0.72949165
1.24,1.3963394
4.7,4.424435
1.49,0.8052432
1.2,1.3346821
0.3,0.74120885
0.7,0.4761941
0.3,0.66825926
0.8,0.84962505
0.8,1.2139187
0.95,0.9518892
3.3,2.02267
0.1,0.5281387
0.6,0.67651576
4.0,4.4836965
2.12,1.4461101
0.78,1.0366542
0.0,0.7647912
4.3,4.4578266
0.51,0.9482531
4.1,4.372212
2.1,1.5823146
1.82,1.4654701
1.5,1.5014083
1.8,2.0875993
1.23,1.3403575
1.15,0.94974416
0.82,0.83178246
1.8,1.4859202
1.2,1.3968538
0.84,1.2784522
0.72,1.0669492
0.3,1.0190376
4.4,4.4389987
1.6,1.4088476
4.4,4.422696
0.48,1.16364
4.3,4.4830165
1.5,1.6999518
2.8,2.8136375
4.6,4.5458307
4.4,4.543214
1.1,1.6617763
1.7,1.4171278
0.33,0.8774888
1.5,1.5338124
3.3,0.9653854
4.5,4.3377876
4.2,4.3159275
1.02,0.86552227
3.0,2.1078305
1.17,0.7165898
0.7,0.7129531
1.3,1.5643835
1.9,1.8985419
0.4,0.7257509
5.2,4.424147
1.38,0.93934554
3.3,1.7129087
0.6,0.62241024
1.14,1.1309003
4.2,4.3101544
0.8,1.1629332
1.29,1.1900377
4.1,4.256264
0.92,0.6633239
2.5,2.8595417
4.0,4.364254
1.41,0.9810017
1.3,1.4575709
2.5,2.1222327
1.27,0.47252914
1.6,1.4164989
3.6,3.1855996
3.0,2.8264492
2.4,1.7045656
0.7,0.74481255
1.8,2.3647714
3.1,2.8318768
0.8,1.0101321
1.42,1.0601511
2.1,1.7881131
0.53,0.69249165
3.0,2.871878
1.09,0.9837608
2.3,2.260947
4.5,4.4710135
1.5,1.5155954
2.33,1.1484431
0.58,0.8020779
1.4,1.4759604
4.0,4.361953
2.5,2.6079047
2.8,1.5674013
0.75,0.8330179
0.45,1.0373034
3.0,2.7013323
1.0,1.1219803
2.03,1.5410615
4.3,4.4744005
4.0,4.5096264
0.95,1.0669734
0.48,0.71731174
4.1,4.3655324
1.56,1.8666993
1.8,1.6369022
1.3,1.4126774
2.3,2.3488464
1.8,1.7157013
0.5,0.82167846
1.6,1.4377749
4.9,4.5716505
3.1,2.571337
1.73,1.1436427
0.66,0.53370064
0.46,0.6532953
4.2,4.6609945
0.41,0.7182869
0.0,0.45724294
1.7,1.5524046
4.1,4.610293
1.3,1.4833213
2.8,1.7378916
0.66,0.6419642
1.4,1.223146
1.82,1.2392244
1.2,1.1027181
2.0,1.6690052
0.96,0.9744335
3.7,3.0796359
5.1,4.3843403
2.0,1.9714375
0.2,0.43929648
0.24,0.8046647
1.8,1.8360784
2.8,1.9155805
2.04,0.9785115
4.5,4.50577
1.4,1.6384705
0.93,1.2637473
0.87,1.1063712
0.0,0.50172377
0.9,0.81141585
1.28,0.9746616
0.53,1.0615135
1.8,1.8725842
2.8,2.7186635
4.6,4.8624935
0.92,0.9357785
1.2,1.35045
1.4,2.0433059
1.35,1.0738952
1.3,1.4015703
0.25,0.8592569
4.4,4.38502
1.81,1.1460509
4.2,4.520037
4.4,4.3508835
1.0,1.163002
1.1,1.0417888
0.96,0.67977387
0.1,0.43648994
0.57,1.3554413
1.65,0.8623167
0.3,0.43648994
0.5,1.145984
4.5,4.5348573
0.92,0.8532034
1.35,1.9327936
4.1,4.256264
2.5,2.205708
0.5,0.43347073
0.43,0.6682125
1.2,1.1112889
2.2,2.8855808
1.13,0.94339365
2.5,1.9688681
1.51,1.8392549
4.5,4.746557
2.33,0.88958234
0.6,0.78552574
0.69,0.8616673
1.73,1.597661
0.53,0.9487447
1.03,1.5220656
0.75,1.0349892
1.2,1.3387184
1.6,1.4308949
1.2,1.6278337
1.2,1.3912967
1.67,1.3658398
1.2,1.368139
1.3,1.2697496
1.6,2.129052
2.34,1.180111
2.46,1.1747224
1.6,1.6414527
1.1,1.4831648
0.9,1.0056323
2.2,2.3064735
1.9,2.505726
0.7,1.1968162
1.1,1.0327466
0.28,0.82295996
0.6,0.90401655
2.29,1.3617141
1.01,0.9210659
0.7,1.1868821
1.37,1.2154822
1.9,2.7690516
3.1,3.142465
1.5,1.7426928
2.5,1.9374064
1.4,0.6869837
0.8,1.1497518
0.7,1.0071653
4.3,4.596981
5.0,4.8834147
0.7,0.97490144
1.8,1.4311802
0.32,1.0688426
0.5,0.63980013
1.11,1.2456666
0.9,1.1241003
0.44,0.74217105
2.1,2.2945786
1.9,2.1530073
0.99,1.0283409
1.24,1.0363201
0.1,0.7814876
0.0,0.52845967
4.7,4.444074
0.7,0.44612396
1.49,1.3041905
1.1,0.47835526
0.67,1.1342903
4.9,4.477098
0.9,1.3565955
1.6,1.5221369
4.3,4.465524
0.75,0.920137
0.9,1.0633897
0.46,0.56133384
4.7,4.244584
1.29,1.2095569
1.5,1.5207736
0.3,0.91016203
0.86,0.83576614
1.1,1.4286194
1.41,0.8616496
1.3,1.6350708
6.1,4.4223137
3.3,2.7351375
5.4,4.456417
4.4,4.5530753
1.7,1.5325009
1.0,1.1560787
0.2,0.64285064
1.5,0.98525035
1.83,1.2530746
2.9,3.1617663
0.95,0.7597529
4.8,4.5283484
0.98,1.1414647
0.37,0.6624406
4.7,4.4877524
1.28,1.4082617
3.0,1.5847765
0.05,0.9604813
0.0,0.5380316
0.2,0.8517808
3.0,2.7240293
0.71,1.0151379
1.01,0.87954295
0.3,1.1132702
0.7,1.0251162
2.0,1.9907614
1.0,1.3774792
4.6,4.365794
0.87,0.750005
2.0,2.0739841
1.6,1.2336744
1.57,1.0070181
0.6,0.64486635
0.4,0.8228061
1.5,1.3116592
1.2,1.3739275
0.3,0.5557648
1.14,0.97318566
1.8,1.0038936
3.0,2.635127
1.49,1.5247215
2.7,1.2075351
1.8,1.7359613
1.6,1.0138088
2.4,1.3849965
0.72,0.80102146
4.0,2.659584
1.0,1.2159123
